id,prompt,answer,reference_steps,canary
81,A6PW7Kz1wbfllqD72nMQYXmq7PihqNWg3Nu1usW399Sn2KCk1oy1w/mm8qy92MaxmPeo/+GnwqNhKoTA6Jf8iKjpxaGlzoTF1obXrqLt9ZXC/YXK2Y6nx43myNSXjIOk6Ia2nMi72nHUt+XU6+vI8/7U1pXSubrXs4/fxcim5cmry8ejlcCp1MTE6+WpycWgmM6g+PO2mPu399Sn2KCk5Ii16PWm8qyw/vu8geeq9u6r1q/F7+SI6t6dmMez5frFwOCA8tmAi8KC/ua06+aU/enTyf2G+LXepujJ3v/Ug5bT2azcke3Z3f/IzNDX66XZjLzatrzQ2uqh/9c=,BSohJCQo,c2tupej0p9/lxcHyvdWOu+fCt8zYEn53Z6DrlKPQzafBzmEIto7ZqcThrKDJquTYxd7Wqf7ro7OFi+bEhN3Axs7erMGMne3dgd/ky8rNguDVgObIIo2/zoDu2tegmiRDFwtBX11dAdyPoYSe24Ck6YO0zdW+gd6qmXZGJysPCqvNw2BlAAUvIClSPDgmNqvepKfC2630oafaxa301sjB1sXcyafC4sTu37H9jKbOxqrOxGlPDAYCBJH5oaLQwK2g54ft9YXiuKfl5Jf95YnT9ICP5oP9ztaVvIat4VAdEMWL+deLrYecx4mR7oCR2Na8l923hdCi7K3hzqrN3bfzoqHd7qmG1a/Uw6vKp6jb16z5uKbK1KPS38T8z8fj96by0cLU2L7aiKjeyqzJ/8qY2YTA6Jf0s6Dm8qOb543Z4oXIlKLoy5js/IXK44yBwY3AytWCkoC+4oSSnsia+NuMtISf1IOozoO+2dSJg39dWV5aJ6bOwQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
82,p97zpub7ALTTj6D82aWa3a7j8qrwkqv61a3Wr6TM4KD59Mfb18Xn6aXx1MXo/73PnaDywHt+dxvF2tVbh+7xxdzorOqWOYbd4IfQsaHo8pTp/4Tp3o2U1CeGz4/fiNfE+9HWuozR77zbg8/X68/IxsHU7rzZh4HXprHS/9mtw8qo2u+ujvIDs9ukttPys9LYxtbqsv7SxPjYv/ne,qs/cpdbR,c2tupdfoqf3pxujmsvWStvfMvcjLxdL1s/30xdrttev3vZzNurTRqe/Tq5fxoeDOxfP0qdLzpq6iUU9Oh9LAxsr7r86FkeP2BhccXTdfSl8kEhZcGQlVAAQOTFJXWEteBExdVVpHTUBWTE5CFglfG1QBUwUBDAkHGw8FdXZ+cHltc2J5FaH44HTGz8Cq6/uhu/Oh7su6r/O17s6k/J6m/p644uOg1pKxz/mxrcCm4ueozIfFx8aL7v6Rnv6w2czExf6G7uFbA2SN6sK22+qXzdbd+OGD4q3drtjL/f/RsLDS+pzbp/PX/PrO4uQ=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
83,c3yq+96q+/iknMil7MHE7sWp5tmhu/Oh69m3jve11/+m26imyaS08d2s3aG7+dSxu+9ursnSoZKEisLgicbcxPjCq8S9WIfZ+4bnvKHq3Zbg8Ind6oCU3obh4NmHrIGQ7oeOrMia1Na0jYWI7IKV74Oh4tizsNeOut+h56D2+63p27bwha359am72KvP1KTQjKbKyqbSoaXo0KDcxcXk5cnV5qLJz8bk8b7KvKrcwK32xci9zITo1pfOh6LQwqGq44bd1IrLsqfl55js/IbV7o2myozEzNibqoGV6YeLvcWa0NSam4Kx44G5yo+V8defud2/o96sxqH3467O7rbzrq3D96e8/6rPyaj4hKfm2K3mhaXvx6fBz8T8z8XDzaXx48fOwb3Hiqv25q32/saG4oXU25XwiaHJyaCYwoX+1ofUkavZ+g==,p+HBpvjZotHwxcjEsvK1tsDm,c2tucnB4dnKumfCu6M3G4N2qzvGgndKg+PO1hs629fmn2byk1Jq3xcmqzqqxyd2yk9qrxOCr4YXE2duN4fmWnMuw0uQAmuL5it/MxOfrjcT2gd7lgeinQoDd99S3pICi24WApcWb69udkYKx4FQDQoKIx9SJlN+ostySzaD+16vO+rfHpaLywaSo+q3T/aXhjqfmyaHqqqXpz6H538jv4cf5+q71wsTsyLDru6fvwKDOzMiryo7S7ZXtiK7x2aOO+Ifo+4Dor6De85XD5oTc746O6Y3w09axro2v6oyPvMi85dW9pISU1I+oyIKJ69mkht+ostCqy6ryz63Ywrbzq6D51KWY+aDE7KravKH52qDEvaTV2aLS5MnG38fKyKjM3M/oyb/Qlqrewq32z8ua6YbzwJreqaTVy6yf4YXC44bHlK3G+pfazIXK7o6284Do9tK4tIKD44a+pcuq/tu2lIar5oGk24Gz2N+NtdyKuN6QzaPr/67G3bXloKHMwaa616Hq+6Xnv6r89qPRj6fM2aH50sXvycfKyKbS9sTo+bztq6rqyKrOxw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
84,c3yq+96q+/iknMil7MHE7sWp5tmhu/Oh69m3jve11/+m26imyaS08d2s3aG7+dSxu+9ursnSoZKEisLgicbcxPjCq8S9WIfZ+4bnvKHq3Zbg8Ind6oCU3obh4NmHrIyuy4eOrMin49a2pYSh7I6PyYCl2NeNr9yKjNyS2KH26a/Z9Lf2kaPI3Ke8/6vP1319GX9ls/zmx8jYttnttpjstoXjqPnyqJzAoMXOxsPPqdnlorOgh9ruhcvxxdbmoMWzn/jhh+L7yMHSg9/BjezdheGUhNn1h5SL0d2Wi8Sh1rG5hJyhxeabhPuthfy1h7i+3YOP2YWp,qs7opdXCpenKxdXy,c2tucnB4dnKumfCu6M3G4N2qzvGgndKg+PO1hs629fmn2byk1Jq3xcmqzqqxyd2yk9qrxOCr4YXE2duN4fmWnMuw0uQAmuL5it/MxOfrjcT2gd7lgeinQoDd99S3pICi24WApcWb69udkYKx4FQDQlcIWAHUgIzVoozT//Sp2cyo5OGvmP+n6NXGy+er6casrsCt4ti3kNWz0/6l6K6l7om1/NWqzqKw/9awnear/N2r2LTG7+CL8dmevcd1q8S8kOnDiP7nyf/kgOHgh+HvQ4+g5ozg8dS9goOC8Yu+n8KI6tads4io54C6woCe89+NsNeOut2N56Dfy6/D8bXDkaHRw6e83q7gx6TDiqjY1qPFlqbMz6DvzMfb18fH16nC6Mj17b7XpaDywK/FyMix54T+75fotaLF2aCY9YTIzIDorw==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
85,pv3Op/XApuzFxd/8seSTteXDs8XPx9Xrs8zfxcThuMv2t57WcxFkbKTz6cb0+bDakajwwqzr082g4YXV75fliKLw8KGnwoXx8YTyqaHS+5fJ4Ybez4yC4oDFxdSnu4CV4YWvsMuo69ajoIar5oOJxYOcx9W2g929p9aKzqDHzq3zwbXnjKD72KSE9K3Q26n8oqjZ1qPOqaTA3aLb1sXl9MX96q71wsTvy77DlqbZ+Kzcycmb7Ifb75TxsKHJ5ayg+4r8/4zUoaLU2Jjuw4Tg74+7yY3cxNSrn4GV44eLmsuv1ta2moexxYKW1YCe9d+Npg==,pPTzq/Xr,c2tup/DNpe/Gx/rPsdqdtu38s+HIxsfOsd78xcjdtcDwuq72tp7HbHB9bsXu4r70nKfA/a7wy8uF9YLu45rGuaPoxKKN9ITs5YXwgqLW1ZXY90yU9cffyuSExprfvNzO4+EBHg3S0YPWpvPU5dzK9vnV277Ul4bXkqzQ8dCr8/Sp+8iul9qi1MPF/faq4tKjjOKh7sW3hOa1z8uk6qKny4+4+Pis0a63xdqzjOOq9sWr4YnF/O+L2fCfuOiwxf3F/duAzsKLrcZWS1C70diX/Obc/uWH/rjdpejK+efWlIrRz5XVtc7UzNjIxvPX0qXUiYTWjKPT5uKr7u6uwdCurP2k0fjF8+mpycyivMegxsi1usW19OKk/4any4+1weChzrCx2uKygsqn1s+r4YnFzseN4fBNDmeyyO/IxcSNz++Phc+K2eq33u+a19Hf/euG+LXftM7F3sXUm7TQ26vWsPHW483F38DU6YDUtYHXs4DT4uSp2cxtAD8/UiUqdKmd9a/kzKP4rKnB4KDCrqfd8qH4ysXE5cTr2qXz6snU373jharL+6zHyMue44TjwJr5sKLK86KC/Yv/6IbMiqHIw5PT54bzyICHxI3A7taQvoKXxUMLEMiE7dWkm0EAWkbI6uDY86/Subo43o2PpdHmrPTXpvfjxP/2sd2Ic3l7dav6rqvA1aDakGFhZHVhtZ7PtqXTqPjCp7fgptjWFWFuqvjzrZOGi8Dihtryz/vPrOKinvz5huTCyPPUgMzTjdzUjNS2ht7vh5+G0MG4hdCm1Z2IhompyMWWh8uLh+GLhL+g1oS+0IuJpdjOYwFtbHJ8FmQWdKSy32gGdWFkF35lAWW1jci5+92o0r+k1oy4++6h76y97O67nMOryeGp7aXH2cdOUkJKDnR1oc+RkeXpgd/kxNjljdbSRVRShti1hPLXQgYY0O2rivGs1ZqSh7yAzuGzh8CvhPitiLC437Ob0oCup9jeqt3yqNLfxerjvPyGvPTDsMPrxPXLvvHrxd7et9/Fup3ntIvJqPjRq73EZRUxRy4sOTpuooOphuTChP3Bx93RrOqCkN/Di+vYyMjcgPXqgMHTjNS2heHXh6G20OOghuq+1ZO0h56Vy8GQjdqhise9hpi63oKUFg4Wp/XBpd/7YWB6AKHJ0qiyzKvP16TwmanR/qruuqTs0K389Mfb18bi9an998XGybDrp6f546H6/MuExIbUx5fliGdgfGTHxuyA6+CNpfRFXUBzgt/8hu25htzqi6aM2tm2ivaM2a2gh52RxdyXhfyphcOZhYuG3KSaFgEWpfvAps3OpNr7AHN0dKae3a3K1qj9q6fS4qbSond+ttLhuo77t5veqtb/p7fgrefMxtfhq/LBo5uuhen+h+7Vz/vZr/WdkN/Dh+DVy9zKg+vngOTFheidht7WhJ6s0v+piuO61qadgbOx,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
86,p9nmpPbDpMn2xcnWsteZtd7IsOHixPboufnexPnQt+LMu4PetKn5qfnxqp3IoeDuAK3O0K335Mik4oPu/FKcsst1q8S8nczTi9nFy/zMg+rFh+HvQ4+g5o3Qw9SGtEXO4+HWgKLczYfQrevX0N/K4N7W2o/WrJLaur3Vws6q++Wi/d6vmP+p89PJ09Kn6suhqPih69m6n9i398io8b+m2om08OGgzrKyxt2ypNCtzMum+rfHxOyHwu2eqe6w1ezEwOKB1smNtvmAy8a0/+WX7PDe3/aE5LTRk+DL+NfbjZbT+bvcke3U2t7I6MbU5JXYvIDXk4/QytOr5v6r8+uuhfKo0evP78Sm8PChmtuiwu20lsm13NOo95yk6pK2+/as3qizy9Gzkfypxc6h+aLFwf+L69KRpMGzzdvD+OCN0fqMle6A/s22y9eU/+jTyf2G+LXdhNTL1tTVu7nS+pzWifvU0vfC3vnU7KXVhLXdiqPR8/atw8o=,cXJ5dQ==,c2tupPbDpMn2xcnWsteZtd7IsOHixPboufnext7wtu/ttJT/tpjoqPzVqpjup9jIxPbvqs3Pp669Q4T87VKboNuw5/LFws+D1sqOt9KH5e1zgvv2i9mbh9vgQtK4t4Cd7IuchM606NWBlIaz2oGW3YGky9i9vduyvd2O76ryz6z1+rrssq3Bzqmf1K3H46j5vKja9qP4jKfk7qH98snBwcbTyafN0c/oyb7csKv29qHx28iuxoXVwpvgpaDPzaOaxYfdyIDor3ZLRZXc8ofB9o2G7YL1/ta6jICQ0oagvcKI7tWkiIetzoCywoCbzdaFh920s9CQx6PV96Dw+rXQqKv92KSY663F9anBhafA7qD3lqfYxqDk5Mbz6sX1+qjM5M/oybHxnKr02a7a7ciW64Ti95vcnKLs+6KXz4f15oTmpKPU1pfa4o7O742Y/IDrwtm8s4Op/ICzsh4aQtWkiIetzoCx4o+a+dervd2Dh9+u7aDhz63u6rf6kav92KeV5K7EwWx3F3lzdqLjk6LQ0g==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
87,cHV8dq309bfDvav92KWY063h46j+mqvy86PLmqnT7aDE/sXO68Tr6an3zcTpy7/OpKnG3K/S6cuO/Ybg0ZbDpq/ryq2L4IX/6oXoiqzm2J/v6YTuy460yoLx5NWDjoCnwoeLusmM7BN8XQRfIy8Nhfy1QX8AGd+pjtyL0aryz6zwx7rljaP616eow67T+aj/par97KHqraTY4GV3YhBht5jXq//Hq6XXquTYxd/Cqt74oJKghdv+h9rYxdneqsSikN38itvCy+zEgO7Ygvv2i8aXhd7ihKaO0t6+hvO71Jeyh5epysa8hci6hNWkhKK93I+X0ZG9pd/Kp/TVpN7dxs7BsfaHsMjNsMnyxPbosv3Sx+bdt+vWtJPUtbvuqfnnq6r9BDQkSC4JI2mrwpXI18SI/PydmNGy1vfD+OAqHgYGbA2A+di64uaV98DS3fyGxbzfm/LL0PbbnoDT2bB3QhVQQlQNIy8Rg7Ctf1FEU9u236PZ9a77ybrLt6D70qSEya3/xKj8im4CBhByydrWt/vlcuPWYhBwqPnjqLzcosLQx+HZqcPVqpK/,cHB4,c2tucXh/dLfylKHJya6c3wwqMDwXRSsus8D+xc7otP7kup7Ct53eq9vNqKjEo8T4xeHQq8f+oZSmi9/tiNnhx93Rr8SHkOHYgd/kyNjNg/77gvH0h9OBh+/Ahomy0d2jQyxDVUN1KxPUt+URLVcNhf2JhI2i1oS+0oSwquvjpPPOp9rbxtjtsPqlt/D1sfTJxcb1dnNiEGG06MKm7K6k1qO/8M2s3qyy0u6xnM+o9tmo7Y/F/eqN4fBLDme99t3EwMiDxsKNs8+C//S7y8yV2Ovc9dOG2aLdpe3J2eXWlLfTxb7Ug/bX0fPI8OrU1pXWkbPVrL3S/t2rz96ry9Kul+Oi1MPF1v6r7eGgmM6i8ci1jta249CnyZ6k6461xugIIlA8JB87AKrJ96H64Mi97YXW95Xmk6TVy6yf4YXC44TGuqLW8JTr34TO2Y229IDMxNWBlYKD9IWApc604AAdDS5BBwhsK4Otydm2vt+mntGJ26Lpzq3x+7fHtqHs8qWZ86/hwqr3tabr+6LpowU/JCRhYAAAGgCyzN0PJ1Yxp9jJxtj4qv/Gra63h9voU0dPxP//aQNwLUKM9eWPk+BFpudiVUGW28Lc/u2G+LXfm/LI6fjQsK8=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
88,pv3Op/XApuzFxd/8seSTteXDs8XPx9Xrs8zfxcThuMv2t57WcxFkbKTz6cb0+bDakajwwqzr082g4YTL2JvtoK7SxqK8+IvO9oTyqaDd9pjt9IXJxoyC4oHZyNSBgYGW3oaijcik79Czr4Styo6S+4KJy9WIjdyJi9aKzq3x6a3u6rf7nKD53qe486z106j8oKfG/qDYiKbE66r93sbJw8To9qjv2MnX7b/xiKnG867u8cqa3Ib05ZfziKDB8q21x4Xs6YDor3GA3MS29e+V+ewMhPnpjY203dqHhsCY1Z2Ihou5y/mRhtyrh+mXhYix0Lua07OepdH1oMjPpO/6x83GsPqFts35s/v1xcb+sd/WxPnruefZsaDAtJLuqfzgqbrQoNHzxszLqdvCoKSIh9vUhuj9ydjmrf2wl97piOv4yfzfjc/5gMLZhtiGh+/JhaWD0v+phtS21Z6Ehoq4ydytht+mht6xjoy93KSa07yepdXNq8TOpMn/xcLEsc62tvbYsfbCxfnts+H1x9vUts3Rt6resKDSpP7Qp6P8oNL8x9v1qtHhqpK/,ocXEpMPjpP/bx8rKt8Gr,c2tucmZtperLxPnMs/+uttPysOn3xuPJsMzZx9r+tczMt6Xwu67nqf/ebhFmZb3uh6nu8KHA9Mme7YTL95H5oq/q0KCd9YTI4oXhpqL9yiQyHA0dEUhpFQwHFtK4t1cDQzdSSUFbENqnrYi27YCx4o+a+dervdyKpdGI06PW7KvNy2NyGH2i1MrP78Smwcytp8Gt4MC6n8ZwYXFtZRR5fxFhemGs8oC3xdpnDm9/dXF3oJeUjN3iic3TxeT+rPScnNrviPvIyf7jgcjTjOLahuKShfHagbGy0NWihN291JeOi4KPzuG6ht6nhP6Rjoy937Gh0ZmCYqfO363I7bbzm6HO/qmj7q/i3Kn6pajO+aPHsaPQzWWmyKSk9re4++6qzqK86v2zqcioxNmq/ZTJxfeH4tqehe+zwfvH2NaB1NyPt8CA79i08dqb9tfd6+KO3r3dieXI88zXiqvc3ZnWjsrU0toNgOath6a20bGI0527p8D6ocjQYbTclqD696Kg0XxhdX19GHduY3hjGXhks8XDYxl4ZwC19fVpeACy2dB0EXpuqt7rqpKsgOHkhvnXxerFrsqrm+Luitviy9zFiszfjc/Ai9eKht/nh4G30u6Dhs6j2JOvh4SHyP2Zhd2ih+i3hYq33p+/0Z67pebmqtLzpMLFz/jNst2gtPPHs8TUydv6sv3ox8r+tejRta7KtLrUqtTMqprfptjWxfL/q8DJoZWFhuTYh8XIxc/urt6knNreh8HwzsTkgsLtgNzbhPK+h+zGhLK90Pehhumb1JeOham3xP6Cht+9jdq9h7ih3YCI3oacp+blpvjxpNjjx9D6s9uktv/KsP/0xPfOsvjOxPjbtP3BvZzNtrz4qcThqbDXrdTXxdT6qc/LoKG2ht/5hcj/xfD9rOCHn/jhiOv4yM76hvDR,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
89,pM3kpeXvc2J5FaH44HTGz8B+barThaH52goiRS8RGaDOw8X50MfKyCImKkUsaGl0QSgrIj2o0YHG7+CJ+/afvMew7ePEwOiB1uiOu8MRChs2CxKU9tje2t+ExqvdhfTC3/w=,c3x8KA==,KjE6Mzt3bn0kUCEvNSgOMCcieiUqRCs9eSw8VDM/NDAiO04mfkM/KCQxYQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
90,pNnHp/DNpe/GxszrvMaTYXh9YKn9lKbw9KDst6Xq1nyk6Ien85y4wvCu8K6x4M6xmfmq9N2my5nF3faK2/RKEqH56KKAxIrr34TWo6HA85bc9YTi7o+g5oLf7NSjiICI0IWevMu96dyPoYSU24Oi4IO7wdSLvwoCBAzT+/Gp2cwgJCZrRyUtNaSwxKfzyg==,pPfvpdTE,KjE6Mzt3bn08VzNvMzNBPiU2ey8rTWEkJDE7UzUjfycoPkwoNg01JS0gPUh7d21lF3t/,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
91,cHV8d6309bfOiKH44KSl4q7T3Knguqv1x6HvrafG4KPY2cXs9cbM46Xz9MXF3b3egKrL6a30w8eG+ofWzpfdh6L476uc5w==,c3d9,KjE6Mzt3bn0qQyUlMSxJMCwqIykoTz4oMysmDik7JWspOQ8vNld9LSIoKkU5LDt5UzsvKi9jdx4SV04=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
92,p9nmcXh/cbfylKHl26SN8K3q8KT7sKr5zKHqjafM2aH50sXu6sXfzqXxwMXEybzsoKr/xqzr4Maf84T13JfXlqHt8aKTy4v98YTyqaHC9ZX13I7O74CV1Yz2zNmHrICC2oaUoMiS29SpqYSW8oOK8oOj7dWXgN2Uj9yP9qzwx63677fvuqHxxaSx+6fzyqP4qKn36KLzjqTY4KH5+MT83s/sxQ==,c3V9ptnl,KjE6Mzt3bn0xSGo2PSpJIy0rPC1qTzwieTI7Syh/dQB0dxh2dmEWaQR+axhtYBptBQx8aQt5YGsVRlgqREo8BQJtbAYUXVshSyZdCAZVQElnRUEaFxxKEV9OTUtQGxJECApDVUldAx1cXwYeFQ9GC0kUJAUUAXoXDgoTB3NregtoeGVuZXNkbHgFEXFqFn5hYnlgE3B3GQV1aABkFxhkERR1dQVsCxVxB2hxGXs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
93,p83Vp/XRp//Hxt/zG4KZcy08IWwpQW4xle8mRWFvt9/FtpnRurjPqdHEqpj5oN/ux8H+qPPIoZaghMbjiMrYxffroMGyn/jhi/PlyOnyiszfjd7rhM+3i93Ah4GG3OC/hf+z15a7h7aLyvu1h+6bhtutiLW8366L36W2quPPpNzlpNr7xdfrscaAtO/CvMnWz/La,pvnopd3rqNXaycHTsdOstvH9sN33x/DLsMXPz/3YuM7nuqn/uqXCr8HIq4jVo8T/ycrcr8nPrIi5i+jQiPfrz/vc,KjE6Mzt3bn0xSGo2PSpJIy0rPC1qTzwieTI7Syh/dQB4d2F3dmETaQR8a2FgYBltBQp7aQt+YGxj,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
94,CxYmLD8eMTcuRKHd/BhPJhw6NymgmMSg2dS3mMK478Kl6qCnzoG1yfKt9K6zzPGzsMmowNiozbbH+eWI89+ftPm8zsvIx+WB1NyPt8CC+t27wuebwfnV3u2H6pvQstYfU1EG1ZSAV9WvpVAJhPGIjdq4joy90ZeF366YquLIqurcp8rkxdjpsdKKtcPCs93Ax9TBufnN,q9DxpfrU,KjE6Mzt3bn0lRTMyeiJIOiYuey8rTWE2OSY7QS03NGpwYhBxYxFmdW57fhJhdWxkGGB6dHh2cBcRW08GFR8VAGd1ITBUCBFfQUwfWjNLHB8mERQQBkZZDQhOEVlXRxFeTFcAZQBFEkNYY1cF,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
95,p9nmpNPjpNvGxtDuss2htv/7vPfKxPbTs+vkyPz8tdHvuo7gtqjCo/3BHEV5Nj04TG8ePiYpN09NSob05ZfinaL7/6CY1Y3Z5oXgh6zi1kJjV1SX2twPhPnpUwneosDC3+rcjKHR9pzXleHV2ubJ2szX05HXpbHXubvTyOWm/M+p+dKtqNymzsXFyPWq+/qiuOGh7cW2mcm2x/Ok0rmk6Jq11/yu1KS7+cc=,c3x4dq309WqtvMx4staF,KjE6Mzt3bn0xSGo2PSpJIy0rPC1qTzwieTI7Syh/dQB3dxl3dmJgaQR8axgVYBlkBQp7aXAKYG8RQ0FOQVIRVDMlOn4PVxUSGU0KTCgACxM6BAYTTQtVD0oEDBxNRkpfBk5AVUFYT0NBQgZDAws=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
96,penidn2p+fiuquSk0eTJy/eq5dihn9yjwOq3rc61/t+myKSkyJ214veu1KSxyM+9o+eo/vao8JnF/9GL7cifuOix8sTEweqD3veNrd2K2e8=,pP3npvDrp+f8xvDKssGHtfjbsMzd,KjE6Mzt3bn0xSGo2PSpJIy0rPC1qTzwieTI7Syh/dQB3dxgCdmERaQR8a2FsYGBlA2oLemwMdQsZV0QrVFdBEGJscGQAWAoRGhMbF2tKEgckSw8TEAkUBQoXTV9dQhYAEQZfVUxHBxxdTBJQTxFIDgVeDFVCFFZdRE5XO2gvMGV4dCYjDSogIChPPWU7OmE3SSkreyQgVCQ9OTZsM0MiPFI0P24=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
97,pM3kq8/+c2J5FaH44HTGz8B+Y6rThaH52qHqqqXq9KPI0sfmwsXY16fU8cjT773ooKnT86314Mi9xo7S7ZfliKHcyaK88YTWxobuoaPx+pbG7Yb41Y6644HZ9tashoOnxoa9tsuj1NaDooWL7IGA64KL7wEJCd2Wn96sxqDL763C+bbzjav92KSEya3/xKnqlqj2/qDUrKTM4KPZ/cXd+8To4aTS88bm+r7hl6rS/KzC/8m6547S/g==,enOr7f4=,c2tupdjRpubpz/jbsPmqt/Lrs8XExcHUvuTexPnatf3Du4H4tLv+qe/oqIDsoNL8xs/Po/XULVpUExJUTl0OVzB7OjdFVgEKA00LQ2sJDAMnDA8VTBpfDAAWA10XXBVCTGkBHg3S6KDWovfUzMfLwt7W64bXubndiqPQ8e2rxcSq1c2ttcxLZ28AtcLcsMPSAKvKwaLCpqfH9aPdzcPB0sbL+Kff/sbD4L7Iv0V6Ymmm64/HzfaB3eifu/Oz3/TG78eD8vxFyMvyguDVg/bXhfSlaFBPQteypoCi9YWohMui0tWkiIet/UvI7fHW8bbXrp3UqqbT9eur88ep+9ytqNKp1MTH/sGr78J1GH6g8uy1usW11emk3ZhLZQ5wqsvaq6/CoeDeyPD+qczioKGYhdLGhPT1xdvlrNmgclVLToX4saPRx5TryITp3o6I3YPU1daktIGW3oW7psW059SomYmP9IOV4IGr5di9ut2pgtaK2E92rPTXpv7txdTJsPmNttPys/77xvvysdnTxPrtts3XuqDEtLvkpP/fq5jWrdTXxdT6q9PKoKuMhu7Wh+fJycDaoeqBnvfVgd/yFXKAy8Y=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
98,cHV8dq309WetvMyu6M3E68Kq2MR8DX91scfrxPreueD3u7jytIvJqcbzq6/FquTYxtPOq/LGoKaQhu35hcjVx93RrMy3kN/DiP/hyMPFjc7Vit3t,ca3wxQ==,c2tupdjRpubpyeH3vdmTtsD/sMDTxPTpsd/WyPz2tungWBJvc8bZ8qTO9Mnx87HMk6jl1azB1MadxYf515vulKLJ4XwNSVKB1+iBuvCC//S23Neazdjc99U=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
99,ocXEp/HdqMrUx97FseWvtuzmtszPxd7Bs+jxADU/IHBhtpnRurjPqPnkqpjUoN3lxtPHqe3UoJ6xhvHjhNfKxsfyr8ywnfP9gd/3,dKDezg==,c2tupOnjpPzRxP3RseWvtdTGsfTNxePmXHd8AKbx/qDvyMbu3MX972E9IVBhZbztsKbW06zeyMuN9GtdT1KfsNuy/ebG1+2D+syMlNSM/e+17fGX8vDV3umH64/dst/I5tXXiIDRx4DVrcbX6vbI8/47a9edldyKttyb4ary2aD49LTphqv93Ke246Ds8anpsKH536bSoabP46LTws/928XY9qbF4s/ozFKzjOOq9sWr6I3P3/uL6eqftci69czJ/++Az/KBttGA5v+0/+WU/uvf6syO3rgy0smBh9u61YCXjY+pyOeehNOah8iwjoy5d1dEVxl+JyQ8N6fxyLHLoaHE4qSl5a7v6avKu6H53qD8qanu7qL61sXR28/sxaLJz8jh3r7lt6r+8K3038Gc64TA6JrHnqDuzaGw8I3Z5w==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch:beab185e-cc30-4b33-a1bf-bf1a01982696
